,eventid,iyear,imonth,iday,extended,country_txt,city,latitude,longitude,location,summary,crit1,crit2,crit3,alternative_txt,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,gname,guncertain1,nperps,nperpcap,claimed,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weapdetail,nkill,nkillter,nwound,property,addnotes,scite1,scite2,scite3,related
1323,201504260082,2015,4,26,0,Ukraine,Opytne,48.363186,37.891921999999994,,"04/26/2015: Assailants fired mortars and opened fire on Ukrainian soldiers near Opytne town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Donetsk People's Republic.",1,1,0,Insurgency/Guerilla Action,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,2.0,Automatic or Semi-Automatic Rifle,"A 122-mm artillery piece, a 82-mm mortar, and machine guns were used in the attack.",0.0,0.0,0.0,-9,,"""09:41ATO update: Ukrainian forces being shelled 23 times since Sunday evening,"" UNIAN, April 27, 2015.","""One Ukrainian serviceman killed, three injured in Donbas,"" Interfax-Ukraine, April 27, 2015.",,
1324,201504270078,2015,4,27,0,Ukraine,Shyrokyne,47.098835,37.81987,,"04/27/2015: Assailants fired projectiles and opened fire on Ukrainian soldiers near Shyrokyne town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Donetsk People's Republic.",1,1,0,Insurgency/Guerilla Action,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,4.0,Rifle/Shotgun (non-automatic),Cannons and sniper rifles were used in the attack.,0.0,0.0,0.0,-9,,"""One Ukrainian serviceman killed, three injured in Donbas,"" Interfax-Ukraine, April 27, 2015.",,,
1325,201504270080,2015,4,27,0,Ukraine,Zolote,48.694492,38.50779,,"04/27/2015: An explosive device detonated targeting a Ukrainian soldier near Zolote, Popasna district, Luhansk oblast, Ukraine. One soldier was wounded in the attack. No group claimed responsibility for the incident.",1,1,0,Insurgency/Guerilla Action,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,8.0,Landmine,,,,,A pull-action mine was used in the attack.,0.0,0.0,1.0,-9,,"""Vesela Hora militants shell Ukrainian army positions in Schastia  Governor Moskal,"" Interfax-Ukraine, April 28, 2015.",,,
1326,201504270081,2015,4,27,0,Ukraine,Shchastya,48.736645,39.226653999999996,,"04/27/2015: Assailants fired projectiles at a military checkpoint in Shchastya town, Luhansk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,0,Insurgency/Guerilla Action,1,0,3,Bombing/Explosion,4,Military,36.0,Military Checkpoint,Armed Forces of Ukraine,Checkpoint,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,An automatic grenade launcher was used in the attack.,0.0,0.0,0.0,0,,"""Vesela Hora militants shell Ukrainian army positions in Schastia  Governor Moskal,"" Interfax-Ukraine, April 28, 2015.",,,
1327,201504270082,2015,4,27,0,Ukraine,Avdiivka,48.143208,37.753361,,"04/27/2015: Assailants fired rockets that landed and detonated in Avdiivka town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Donetsk People's Republic.",1,1,1,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Avdiivka Town,Town,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Grad rockets were used in the attack.,0.0,0.0,0.0,-9,,"""Ukraine says separatist rebels in the east have resumed firing rocket launchers,"" FOXNews.com, April 28, 2015.",,,
1328,201504270094,2015,4,27,0,Ukraine,Troitske,48.263639000000005,37.863791,,"04/27/2015: Assailants fired mortars and firearms an unknown number of times at the village of Troitske, Donetsk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,,1,0,2,Armed Assault,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Troitske Town,Town,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,5.0,Unknown Gun Type,Mortars and firearms were used in the attack.,0.0,0.0,0.0,-9,,"""Newly Independent States,"" Russia & CIS Military Daily, April 28, 2015.",,,
1329,201504280069,2015,4,28,0,Ukraine,Illichivsk,46.301667,30.656944,,"04/28/2015: An explosive device detonated along railway tracks near Illichivsk, Odessa oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,,1,0,3,Bombing/Explosion,19,Transportation,100.0,Train/Train Tracks/Trolley,Unknown,Railway Tracks,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,16.0,Unknown Explosive Type,,,,,,0.0,0.0,0.0,1,,"""Blast damages railway tracks in southern Ukraine,"" Interfax-Ukraine, April 28, 2015.",,,
1330,201504280072,2015,4,28,0,Ukraine,Orlivske,47.261359999999996,37.744514,,"04/28/2015: Assailants attacked Ukrainian soldiers in Orlivske town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Donetsk People's Republic.",1,1,0,Insurgency/Guerilla Action,1,0,9,Unknown,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Ukrainian Army,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,13,Unknown,,,,,,,,0.0,0.0,0.0,-9,,"""13:26Chermalyk becomes new hot spot in conflict zone,"" UNIAN, April 29, 2015.",,,
1331,201504280073,2015,4,28,0,Ukraine,Chermalyk,47.313381,37.805458,,"04/28/2015: Assailants attacked Ukrainian soldiers in Chermalyk town, Donetsk oblast, Ukraine. This was one of four related attacks in the town on this day. One civilian was killed across the four attacks. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Donetsk People's Republic.",1,1,1,,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Ukrainian Army,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,5.0,Unknown Gun Type,"Several 120-mm mortars, antitank missiles, and rocket-propelled grenades (RPGs) were used in the attack.",1.0,0.0,0.0,-9,"Casualty numbers for this incident represent a division of a cumulative total across incidents 201504280073, 201504280074, 201504280075, 201504280076","""13:26Chermalyk becomes new hot spot in conflict zone,"" UNIAN, April 29, 2015.",,,"201504280073, 201504280074, 201504280075, 201504280076"
1332,201504280074,2015,4,28,0,Ukraine,Chermalyk,47.313381,37.805458,,"04/28/2015: Assailants attacked Ukrainian soldiers in Chermalyk town, Donetsk oblast, Ukraine. This was one of four related attacks in the town on this day. One civilian was killed across the four attacks. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Donetsk People's Republic.",1,1,1,,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Ukrainian Army,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,5.0,Unknown Gun Type,"Several 120-mm mortars, antitank missiles, and rocket-propelled grenades (RPGs) were used in the attack.",0.0,0.0,0.0,-9,"Casualty numbers for this incident represent a division of a cumulative total across incidents 201504280073, 201504280074, 201504280075, 201504280076","""13:26Chermalyk becomes new hot spot in conflict zone,"" UNIAN, April 29, 2015.",,,"201504280073, 201504280074, 201504280075, 201504280076"
1333,201504280075,2015,4,28,0,Ukraine,Chermalyk,47.313381,37.805458,,"04/28/2015: Assailants attacked Ukrainian soldiers in Chermalyk town, Donetsk oblast, Ukraine. This was one of four related attacks in the town on this day. One civilian was killed across the four attacks. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Donetsk People's Republic.",1,1,1,,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Ukrainian Army,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,A 120-mm mortar was used in the attack.,0.0,0.0,0.0,-9,"Casualty numbers for this incident represent a division of a cumulative total across incidents 201504280073, 201504280074, 201504280075, 201504280076","""13:26Chermalyk becomes new hot spot in conflict zone,"" UNIAN, April 29, 2015.",,,"201504280073, 201504280074, 201504280075, 201504280076"
1334,201504280076,2015,4,28,0,Ukraine,Chermalyk,47.313381,37.805458,,"04/28/2015: Assailants attacked Ukrainian soldiers in Chermalyk town, Donetsk oblast, Ukraine. This was one of four related attacks in the town on this day. One civilian was killed across the four attacks. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Donetsk People's Republic.",1,1,1,,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Ukrainian Army,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,5,Firearms,5.0,Unknown Gun Type,,,,,,0.0,0.0,0.0,-9,"Casualty numbers for this incident represent a division of a cumulative total across incidents 201504280073, 201504280074, 201504280075, 201504280076","""13:26Chermalyk becomes new hot spot in conflict zone,"" UNIAN, April 29, 2015.",,,"201504280073, 201504280074, 201504280075, 201504280076"
1335,201504280077,2015,4,28,0,Ukraine,Shchastya,48.736645,39.226653999999996,,"04/28/2015: Assailants attacked the Luhansk thermal plant near Shchastya, Luhansk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,,1,0,2,Armed Assault,21,Utilities,107.0,Electricity,Luhansk Thermal Power Plant,Power Plant,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,4.0,Rifle/Shotgun (non-automatic),"A 120-mm mortar, surface-to-air missile systems, automatic grenade launchers and sniper rifles were used in the attack.",0.0,0.0,0.0,1,,"""Newly Independent States,"" Russia & CIS Military Daily, April 28, 2015.","""Ukrainian military says rebels continue to breach cease-fire,"" 5 Kanal Television, April 29, 2015.",,
1336,201504280084,2015,4,28,0,Ukraine,Rybache,44.773915,34.59689,,"04/28/2015: Assailants set fire to a grocery store run by a Tatar civilian in Rybache area, Crimea republic, Ukraine. There were no reported casualties but the store was destroyed in the attack. No group claimed responsibility for the incident.",1,1,1,,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Not Applicable,Store of Tatar Civilian: Enver Osmanov,Unknown,0.0,-99.0,0.0,0.0,8,Incendiary,18.0,Arson/Fire,,,,,,0.0,0.0,0.0,1,,"""Businesses Torched Amid Deepening Crackdown On Crimean Tatars,"" Radio Free Europe, May 15, 2015.",,,
1337,201504290047,2015,4,29,0,Ukraine,Trekhizbenka,48.755672,38.968559,,"04/29/2015: Assailants opened fire on Ukrainian soldiers in Trekhizbenka town, Luhansk oblast, Ukraine. Three soldiers were wounded in the attack. No group claimed responsibility for the incident.",1,1,0,Insurgency/Guerilla Action,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Unknown,0.0,-99.0,0.0,0.0,5,Firearms,5.0,Unknown Gun Type,,,,,,0.0,0.0,3.0,0,,"""16:07Three Ukrainian soldiers wounded in Donbas conflict zone in last day,"" UNIAN, April 29, 2015.","""Rebels say three killed by Ukrainian fire in east,"" Donetskoye Agentstvo Novostey, April 30, 2015.",,
1338,201504290048,2015,4,29,0,Ukraine,Shchastya,48.736645,39.226653999999996,,"04/29/2015: Assailants fired projectiles at a Ukrainian military checkpoint near Shchastya town, Luhansk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,0,Insurgency/Guerilla Action,1,0,3,Bombing/Explosion,4,Military,36.0,Military Checkpoint,Armed Forces of Ukraine,Checkpoint,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Grenade launchers were used in the attack.,0.0,0.0,0.0,-9,,"""Newly Independent States,"" Russia & CIS Military Daily, April 30, 2015.","""Rebels say three killed by Ukrainian fire in east,"" Donetskoye Agentstvo Novostey, April 30, 2015.",,
1339,201504290049,2015,4,29,0,Ukraine,Shchastya,48.736645,39.226653999999996,,"04/29/2015: Assailants fired projectiles at a Ukrainian military checkpoint near Shchastya town, Luhansk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,0,Insurgency/Guerilla Action,1,0,3,Bombing/Explosion,4,Military,36.0,Military Checkpoint,Armed Forces of Ukraine,Checkpoint,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Grenade launchers were used in the attack.,0.0,0.0,0.0,-9,,"""Newly Independent States,"" Russia & CIS Military Daily, April 30, 2015.","""Rebels say three killed by Ukrainian fire in east,"" Donetskoye Agentstvo Novostey, April 30, 2015.",,
1340,201504290050,2015,4,29,0,Ukraine,Shchastya,48.736645,39.226653999999996,,"04/29/2015: Assailants fired projectiles at a bus station in Shchastya town, Luhansk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,,1,0,3,Bombing/Explosion,19,Transportation,101.0,Bus Station/Stop,Unknown,Bus Station,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Several 82-mm mortars were used in the attack.,0.0,0.0,0.0,1,,"""11:40ATO: Militants attack Ukrainian troops 26 times overnight,"" UNIAN, April 30, 2015.","""Rebels say three killed by Ukrainian fire in east,"" Donetskoye Agentstvo Novostey, April 30, 2015.",,
1341,201504290051,2015,4,29,0,Ukraine,Shyrokyne,47.098835,37.81987,,"04/29/2015: Assailants fired mortars at Ukrainian soldiers in Shyrokyne town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. This was one of two coordinated attacks on Ukrainian soldiers in the town on this day. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Donetsk People's Republic.",1,1,0,Insurgency/Guerilla Action,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Several 120-mm and 82-mm mortars were used in the attack.,0.0,0.0,0.0,-9,,"""11:40ATO: Militants attack Ukrainian troops 26 times overnight,"" UNIAN, April 30, 2015.","""16:07Three Ukrainian soldiers wounded in Donbas conflict zone in last day,"" UNIAN, April 29, 2015.",,"201504290051, 201504290052"
1342,201504290052,2015,4,29,0,Ukraine,Shyrokyne,47.098835,37.81987,,"04/29/2015: Assailants fired projectiles at Ukrainian soldiers in Shyrokyne town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. This was one of two coordinated attacks on Ukrainian soldiers in the town on this day. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Donetsk People's Republic.",1,1,0,Insurgency/Guerilla Action,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Several 120-mm and 82-mm mortars were used in the attack.,0.0,0.0,0.0,-9,,"""11:40ATO: Militants attack Ukrainian troops 26 times overnight,"" UNIAN, April 30, 2015.","""16:07Three Ukrainian soldiers wounded in Donbas conflict zone in last day,"" UNIAN, April 29, 2015.",,"201504290051, 201504290052"
1343,201504290062,2015,4,29,0,Ukraine,Olenivka,47.834983,37.649522999999995,"The incident occurred between the Pivdennodonbaska and Olenivka railway stations at the 1,168 kilometer marker.","04/29/2015: An explosive device detonated along railway tracks near Olenivka town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,,1,0,3,Bombing/Explosion,19,Transportation,100.0,Train/Train Tracks/Trolley,Unknown,Railway Tracks,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,16.0,Unknown Explosive Type,,,,,,0.0,0.0,0.0,1,,"""Blast damages railway tracks in Ukraine's east,"" Interfax-Ukraine, April 29, 2015.",,,
1344,201504290064,2015,4,29,1,Ukraine,Donetsk,47.981646999999995,37.762325,,"04/29/2015: Assailants raided the offices of the International Rescue Committee (IRC) and abducted 37 aid workers in Donetsk, Donetsk oblast, Ukraine. At least two American hostages were released as of May 9th, 2015, while five other foreign hostages were released on an earlier date; the fate of the remaining hostages is unknown. The Donetsk People's Republic claimed responsibility for the incident and stated that the International Rescue Committee (IRC) was targeted in retaliation for spying on the group's activities and not paying taxes.",1,1,1,,1,0,6,Hostage Taking (Kidnapping),12,NGO,62.0,International NGO,International Rescue Committee (IRC),Employees,Donetsk People's Republic,0.0,-99.0,0.0,1.0,5,Firearms,5.0,Unknown Gun Type,,,,,,,0.0,,0,"Hostage numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Pro-Russian Ukraine separatists free IRC aid workers,"" BBC, May 9, 2015.","""Ukraine rebels shut down aid agency,"" BBC, April 30, 2015.","""Ukrainian rebels expel foreign aid group,"" The Gulf Today, May 1, 2015.",
1345,201505020010,2015,5,2,0,Ukraine,Marinka,47.942608,37.505134999999996,,"05/02/2015: Assailants fired projectiles at Ukrainian soldiers and civilian homes in Mariinka town, Donetsk oblast, Ukraine. One person was killed in the attack. No group claimed responsibility for the incident.",1,1,1,,1,0,3,Bombing/Explosion,4,Military,36.0,Military Checkpoint,Armed Forces of Ukraine,Checkpoint,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,1.0,0.0,0.0,1,,"""One soldier, two civilians reported killed in Ukraine's Donbass overnight,"" Interfax-Ukraine, May 3, 2015.","""Ukraine Crisis Update: Separatists, Government Forces Exchange Artillery Fire, Threatening Uneasy Truce,"" International Business Times, May 3, 2015.",,
1346,201505020013,2015,5,2,0,Ukraine,Shyrokyne,47.098835,37.81987,,"05/02/2015: Assailants fired projectiles at Ukrainian soldiers near the Shykrone town, Donetsk oblast, Ukraine. At least one soldier was killed and two others were wounded in the attack. No group claimed responsibility for the incident.",1,1,0,Insurgency/Guerilla Action,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,"Tanks, 82-mm, 120-mm, and 122-mm mortars, and multiple-rocket launchers were used in the attack.",1.0,0.0,2.0,0,,"""Soldier and civilian killed in intensifying Ukraine clashes,"" Agence France Presse -- English, May 3, 2015.","""Ukraine forces face artillery, tanks in Donetsk Oblast as fighting intensifies,"" KPNews.com, May 3, 2015.",,
1347,201505030014,2015,5,3,0,Ukraine,Shyrokyne,47.098835,37.81987,,"05/03/2015: Assailants fired projectiles at Ukrainian soldiers near Shyrokyne town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. This incident was one of nine related attacks on Ukrainian soldiers near Shyrokyne on the same day. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,0,Insurgency/Guerilla Action,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,4.0,Rifle/Shotgun (non-automatic),"Several 152-mm self-propelled artillery shells, mortars, automatic grenade launchers, and sniper rifles were used in the attack.",0.0,0.0,0.0,-9,,"""Ukraine: Mediators set new peace talks as fighting reignites in east,"" Los Angeles Times, May 4, 2015.","""22:58ATO forces in Shyrokyno being shelled from mortars, howitzers; casualties reported,"" UNIAN, May 3, 2015.",,"201505030014, 201505030015, 201505030016, 201505030017, 201505030018, 201505030019, 201505030020, 201505030021, 201505030022"
1348,201505030015,2015,5,3,0,Ukraine,Shyrokyne,47.098835,37.81987,,"05/03/2015: Assailants fired projectiles at Ukrainian soldiers near Shyrokyne town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. This incident was one of nine related attacks on Ukrainian soldiers near Shyrokyne on the same day. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,0,Insurgency/Guerilla Action,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,4.0,Rifle/Shotgun (non-automatic),"Several 152-mm self-propelled artillery shells, mortars, automatic grenade launchers, and sniper rifles were used in the attack.",0.0,0.0,0.0,-9,,"""Ukraine: Mediators set new peace talks as fighting reignites in east,"" Los Angeles Times, May 4, 2015.","""22:58ATO forces in Shyrokyno being shelled from mortars, howitzers; casualties reported,"" UNIAN, May 3, 2015.",,"201505030014, 201505030015, 201505030016, 201505030017, 201505030018, 201505030019, 201505030020, 201505030021, 201505030022"
1349,201505030016,2015,5,3,0,Ukraine,Shyrokyne,47.098835,37.81987,,"05/03/2015: Assailants fired projectiles at Ukrainian soldiers near Shyrokyne town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. This incident was one of nine related attacks on Ukrainian soldiers near Shyrokyne on the same day. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,0,Insurgency/Guerilla Action,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,4.0,Rifle/Shotgun (non-automatic),"Several 152-mm self-propelled artillery shells, mortars, automatic grenade launchers, and sniper rifles were used in the attack.",0.0,0.0,0.0,-9,,"""Ukraine: Mediators set new peace talks as fighting reignites in east,"" Los Angeles Times, May 4, 2015.","""22:58ATO forces in Shyrokyno being shelled from mortars, howitzers; casualties reported,"" UNIAN, May 3, 2015.",,"201505030014, 201505030015, 201505030016, 201505030017, 201505030018, 201505030019, 201505030020, 201505030021, 201505030022"
1350,201505030017,2015,5,3,0,Ukraine,Shyrokyne,47.098835,37.81987,,"05/03/2015: Assailants fired projectiles at Ukrainian soldiers near Shyrokyne town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. This incident was one of nine related attacks on Ukrainian soldiers near Shyrokyne on the same day. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,0,Insurgency/Guerilla Action,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,4.0,Rifle/Shotgun (non-automatic),"Mortars, 152-mm self-propelled artillery, automatic grenade launchers, sniper rifles, and small arms were used in the attack.",0.0,0.0,0.0,-9,,"""Ukraine: Mediators set new peace talks as fighting reignites in east,"" Los Angeles Times, May 4, 2015.","""22:58ATO forces in Shyrokyno being shelled from mortars, howitzers; casualties reported,"" UNIAN, May 3, 2015.",,"201505030014, 201505030015, 201505030016, 201505030017, 201505030018, 201505030019, 201505030020, 201505030021, 201505030022"
1351,201505030018,2015,5,3,0,Ukraine,Shyrokyne,47.098835,37.81987,,"05/03/2015: Assailants fired projectiles at Ukrainian soldiers near Shyrokyne town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. This incident was one of nine related attacks on Ukrainian soldiers near Shyrokyne on the same day. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,0,Insurgency/Guerilla Action,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,4.0,Rifle/Shotgun (non-automatic),"Several 152-mm self-propelled artillery shells, mortars, automatic grenade launchers, and sniper rifles were used in the attack.",0.0,0.0,0.0,-9,,"""Ukraine: Mediators set new peace talks as fighting reignites in east,"" Los Angeles Times, May 4, 2015.","""22:58ATO forces in Shyrokyno being shelled from mortars, howitzers; casualties reported,"" UNIAN, May 3, 2015.",,"201505030014, 201505030015, 201505030016, 201505030017, 201505030018, 201505030019, 201505030020, 201505030021, 201505030022"
1352,201505030019,2015,5,3,0,Ukraine,Shyrokyne,47.098835,37.81987,,"05/03/2015: Assailants fired projectiles at Ukrainian soldiers near Shyrokyne town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. This incident was one of nine related attacks on Ukrainian soldiers near Shyrokyne on the same day. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,0,Insurgency/Guerilla Action,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,4.0,Rifle/Shotgun (non-automatic),"Several 152-mm self-propelled artillery shells, mortars, automatic grenade launchers, and sniper rifles were used in the attack.",0.0,0.0,0.0,-9,,"""Ukraine: Mediators set new peace talks as fighting reignites in east,"" Los Angeles Times, May 4, 2015.","""22:58ATO forces in Shyrokyno being shelled from mortars, howitzers; casualties reported,"" UNIAN, May 3, 2015.",,"201505030014, 201505030015, 201505030016, 201505030017, 201505030018, 201505030019, 201505030020, 201505030021, 201505030022"
1353,201505030020,2015,5,3,0,Ukraine,Shyrokyne,47.098835,37.81987,,"05/03/2015: Assailants fired projectiles at Ukrainian soldiers near Shyrokyne town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. This incident was one of nine related attacks on Ukrainian soldiers near Shyrokyne on the same day. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,0,Insurgency/Guerilla Action,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,4.0,Rifle/Shotgun (non-automatic),"Several 152-mm self-propelled artillery shells, mortars, automatic grenade launchers, and sniper rifles were used in the attack.",0.0,0.0,0.0,-9,,"""Ukraine: Mediators set new peace talks as fighting reignites in east,"" Los Angeles Times, May 4, 2015.","""22:58ATO forces in Shyrokyno being shelled from mortars, howitzers; casualties reported,"" UNIAN, May 3, 2015.",,"201505030014, 201505030015, 201505030016, 201505030017, 201505030018, 201505030019, 201505030020, 201505030021, 201505030022"
